0,0.009345794392523364,0.0,0.1917808219178082
1,0.6136363636363636,0.19718309859154928,0.8464912280701754
1,0.15675675675675677,0.0,0.3160621761658031
0,0.031746031746031744,0.0,0.24257425742574257
0,0.007722007722007722,0.0,0.16117216117216118
0,0.035555555555555556,0.0,0.30165289256198347
1,0.3954802259887006,0.03529411764705882,0.484304932735426
0,0.0,0.0,0.2708333333333333
0,0.02717391304347826,0.0,0.22395833333333334
1,0.875,0.5620437956204379,0.9
1,0.676056338028169,0.28888888888888886,0.8940397350993378
1,0.75,0.30434782608695654,0.8232044198895028
1,0.42857142857142855,0.12422360248447205,0.45977011494252873
0,0.0,0.0,0.3055555555555556
0,0.0,0.0,0.2826086956521739
1,0.6428571428571429,0.6103896103896104,0.7888888888888889
0,0.02857142857142857,0.0,0.3246753246753247
1,0.9888888888888889,0.9036144578313253,1.0
1,0.07291666666666667,0.0,0.36893203883495146
1,0.20574162679425836,0.0,0.4166666666666667
1,0.34347826086956523,0.242152466367713,0.4898785425101215
0,0.012903225806451613,0.0,0.21875
1,0.24680851063829787,0.008771929824561403,0.5163934426229508
1,0.18787878787878787,0.02531645569620253,0.4725274725274725
1,0.4781144781144781,0.4068965517241379,0.6064516129032258
1,0.19523809523809524,0.0,0.536697247706422
1,0.29365079365079366,0.24489795918367346,0.39436619718309857
1,0.08205128205128205,0.0,0.3431372549019608
0,0.0038461538461538464,0.0,0.15302491103202848
1,0.19421487603305784,0.01702127659574468,0.4559386973180077
1,0.6096491228070176,0.26244343891402716,0.82
1,0.32666666666666666,0.28668941979522183,0.45
0,0.02912621359223301,0.0,0.22935779816513763
0,0.0,0.0,0.16535433070866143
0,0.020202020202020204,0.0,0.26046511627906976
1,0.6313131313131313,0.5445026178010471,0.6699029126213593
0,0.024242424242424242,0.0,0.3551912568306011
0,0.04524886877828054,0.0,0.23376623376623376
1,0.29850746268656714,0.061855670103092786,0.3492647058823529
1,0.13725490196078433,0.0,0.3476190476190476
1,0.4303030303030303,0.12074303405572756,0.5677233429394812
1,0.48322147651006714,0.07042253521126761,0.774390243902439
1,0.0,0.0,0.19298245614035087
0,0.013333333333333334,0.0,0.21818181818181817
0,0.04678362573099415,0.0,0.26666666666666666
0,0.020833333333333332,0.0,0.22110552763819097
0,0.01694915254237288,0.0,0.2289156626506024
0,0.015228426395939087,0.0,0.1722488038277512
0,0.010380622837370242,0.0,0.23684210526315788
1,0.13658536585365855,0.0,0.29493087557603687
1,0.2619047619047619,0.07563025210084033,0.5037593984962406
1,0.9224806201550387,0.6311475409836066,0.9117647058823529
1,0.940677966101695,0.7477477477477478,0.9923076923076923
0,0.03977272727272727,0.0,0.2833333333333333
0,0.03296703296703297,0.0,0.2616822429906542
1,0.25842696629213485,0.0,0.6470588235294118
1,0.5106382978723404,0.0,0.85
0,0.0,0.0,0.2350230414746544
1,0.44607843137254904,0.14213197969543148,0.6619718309859155
1,0.5082872928176796,0.06321839080459771,0.7911111111111111
1,0.8963414634146342,0.7850467289719626,0.9298245614035088
0,0.025210084033613446,0.0,0.2230769230769231
1,0.20304568527918782,0.005263157894736842,0.4900990099009901
1,0.009345794392523364,0.0,0.25203252032520324
0,0.009345794392523364,0.0,0.22767857142857142
1,0.4008438818565401,0.21304347826086956,0.6437246963562753
1,0.025252525252525252,0.0,0.24271844660194175
1,0.8235294117647058,0.6822429906542056,0.8395061728395061
1,0.2857142857142857,0.17857142857142858,0.2830188679245283
0,0.0,0.0,0.16176470588235295
